objectid,identifier,box number,title,creator,description,date,date is approximate,subject,sensitive,location,latitude,longitude,source,filename,type,format original,format,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,relation
tabor0535,pg83-b04-f39-007_010,04,Floodwaters approach highway near infirmary [1],Tabor's Photo Service,"Floodwaters approach a highway near an infirmary, looking west. There is a bridge and some minor debris visible in the photo.",1933,,floods (natural events); rivers; bridges (built works); trees (woody plants),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_010.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_010.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_010_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_010_th.jpg,
tabor0536,pg83-b04-f39-007_011,04,Floodwaters approach highway near infirmary [2],Tabor's Photo Service,Floodwaters approach highway near infirmary. A bridge appears to have been blocked by the floodwaters and several telephone poles appear damaged. Two people are standing on the bridge.,1933,,floods (natural events); telephone poles; bridges (built works),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_011.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_011.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_011_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_011_th.jpg,
tabor0537,pg83-b04-f39-007_012,04,Floodwaters reaching porches on Pine Street [2],Tabor's Photo Service,Calm floodwaters reach the porches of houses and a church located on Pine Street during the Wallace flood.,1933,,floods (natural events); houses; churches (buildings),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_012.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_012.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_012_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_012_th.jpg,
tabor0538,pg83-b04-f39-007_013,04,Damage to infrastructure in Wallace,Tabor's Photo Service,Floodwaters rush underneath damaged railway tracks and buildings during the Wallace flood. The photo labels this viewpoint as looking west from Cottage Grove.,1933,,floods (natural events); railroads (infrastructure); buildings (structures); telephone poles,,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_013.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_013.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_013_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_013_th.jpg,
tabor0539,pg83-b04-f39-007_014,04,Floodwaters one mile west of Wallace [1],Tabor's Photo Service,"Floodwaters flow past buildings, debris, and damaged telephone poles one mile west of Wallace.",1933,,floods (natural events); buildings (structures); telephone poles,,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_014.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_014.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_014_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_014_th.jpg,
tabor0540,pg83-b04-f39-007_015,04,Floodwaters one mile west of Wallace [2],Tabor's Photo Service,Floodwaters appear to have completely covered railroad tracks one mile west of Wallace. Additional debris and damaged buildings are visible to the side of the waters.,1933,,floods (natural events); buildings (structures); telephone poles; railroads (infrastructure),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_015.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_015.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_015_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_015_th.jpg,
tabor0541,pg83-b04-f39-007_016,04,View from above of damage to Wallace railroad tracks,Tabor's Photo Service,"A view from above of the damage to several Wallace railroad tracks following the Wallace flood. Several buildings, a bridge, a few vehicles, and some people are visible within the shot.",1933,,"floods (natural events); railroads (infrastructure); buildings (structures); bridges (built works); cars (automobiles); people, anonymous",,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_016.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_016.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_016_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_016_th.jpg,
tabor0542,pg83-b04-f39-007_017,04,Floodwaters moving through west Wallace,Tabor's Photo Service,"A view from above of floodwaters cutting through west Wallace. The water appears to have reached some, but not all, of the homes in the area.",1933,,floods (natural events); houses; telephone poles,,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_017.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_017.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_017_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_017_th.jpg,
tabor0543,pg83-b04-f39-007_018,04,Calm floodwaters flowing through Wallace neighborhood,Tabor's Photo Service,A view from above of calm floodwaters flowing through a neighborhood in Wallace.,1933,,floods (natural events); houses; trees (woody plants); telephone poles,,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_018.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_018.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_018_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_018_th.jpg,
tabor0544,pg83-b04-f39-007_019,04,Damage to neighborhood following Wallace flood,Tabor's Photo Service,The driver's side door of a car is open and the driver absent after attempting to drive over debris left by the wallace flood. A dog stands near one of the nearby damaged houses and another car drives by on the street in the background. A large puddle takes up most of the foreground.,1933,,floods (natural events); cars (automobiles); dogs (species); houses,,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_019.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_019.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_019_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_019_th.jpg,
tabor0545,pg83-b04-f39-007_020,04,Floodwaters flow past house during Wallace flood,Tabor's Photo Service,Floodwaters flow under and past a house during the Wallace flood. There appears to be debris and telephone poles on the opposite side of the waters.,1933,,floods (natural events); houses; telephone poles,,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_020.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_020.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_020_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_020_th.jpg,
tabor0546,pg83-b04-f39-007_021,04,Debris litters floodwaters on First Street during Wallace flood,Tabor's Photo Service,"Debris and floodwaters cover First Street during the Wallace flood. A few houses, trees, and telephone poles are visible in the background.",1933,,floods (natural events); houses; telephone poles; trees (woody plants),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_021.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_021.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_021_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_021_th.jpg,
tabor0547,pg83-b04-f39-007_022,04,Damage near Sister's Academy after the Wallace flood,Tabor's Photo Service,Debris surrounds the area near Sister's Academy after the Wallace flood. Several buildings appear to be damaged as well.,1933-12-23,,floods (natural events); buildings (structures); telephone poles; trees (woody plants),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_022.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_022.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_022_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_022_th.jpg,
tabor0548,pg83-b04-f39-007_023,04,Floodwaters between King Street and Placer Creek [1],Tabor's Photo Service,Floodwaters flow between King Street and Placer Creek during the Wallace flood. Several homes appear to be damaged and debris is visible in the foreground.,1933-12-23,,floods (natural events); houses; telephone poles,,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_023.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_023.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_023_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_023_th.jpg,
tabor0549,pg83-b04-f39-007_024,04,A view of the Wallace flood looking south on Placer Creek,Tabor's Photo Service,Floodwaters flowing near Wallace from the perspective of south Placer Creek. Several houses appear damaged by the floodwaters and debris can be seen floating along the current.,1933-12-23,,floods (natural events); houses; telephone poles; trees (woody plants),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_024.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_024.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_024_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_024_th.jpg,
tabor0550,pg83-b04-f39-007_025,04,Floodwaters between King Street and Placer Creek [2],Tabor's Photo Service,Floodwaters flow between King Street and Placer Creek during the Wallace flood. Several homes appear to be damaged and debris is visible in the foreground.,1933-12-23,,floods (natural events); houses; telephone poles,,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_025.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_025.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_025_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_025_th.jpg,
tabor0551,pg83-b04-f39-007_026,04,A view of the Wallace flood looking north on Placer Creek,Tabor's Photo Service,Floodwaters flowing near Wallace from the perspective of north Placer Creek. Several houses appear damaged by the floodwaters and debris can be seen floating along the current.,1933-12-23,,floods (natural events); houses; telephone poles; trees (woody plants),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_026.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_026.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_026_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_026_th.jpg,
tabor0552,pg83-b04-f39-007_027,04,Floodwaters rush through King Street [1],Tabor's Photo Service,Floodwaters rush through King Street during the Wallace flood. Several houses appear to be damaged.,1933,,floods (natural events); houses; telephone poles; trees (woody plants),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_027.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_027.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_027_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_027_th.jpg,
tabor0553,pg83-b04-f39-007_028,04,Floodwaters rush through King Street [2],Tabor's Photo Service,Floodwaters rush through King Street during the Wallace flood. Several houses appear to be damaged.,1933,,floods (natural events); houses; telephone poles; trees (woody plants),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_028.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_028.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_028_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_028_th.jpg,
tabor0554,pg83-b04-f39-007_029,04,Placer Creek flooding Wallace,Tabor's Photo Service,Placer Creek flooding nearby houses and open areas during the Wallace flood. Debris is visible floating along the current.,1933,,floods (natural events); houses; buildings (structures); telephone poles; trees (woody plants),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_029.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_029.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_029_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_029_th.jpg,
tabor0555,pg83-b04-f39-007_030,04,Floodwaters rushing past houses,Tabor's Photo Service,Floodwaters rush past two houses during the Wallace flood. The water level appears to nearly reach the top of the porches.,1933,,floods (natural events); houses; telephone poles; trees (woody plants),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_030.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_030.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_030_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_030_th.jpg,
tabor0556,pg83-b04-f39-007_031,04,Flooding on Pine Street,Tabor's Photo Service,"Calm floodwaters on Pine Street during the Wallace flood. The water level appears to reach the top of porches, and some debris is visible floating in the current.",1933,,floods (natural events); buildings (structures); telephone poles; trees (woody plants),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_031.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_031.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_031_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_031_th.jpg,
tabor0557,pg83-b04-f39-007_032,04,Flooding on Sixth Street,Tabor's Photo Service,"A view from the top of a staircase of the flooding on Sixth Street. In addition to flooding on the ground, there appears to be significant collections of rainwater on the roofs of nearby buildings.",1933,,floods (natural events); rain (precipitation); buildings (structures),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_032.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_032.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_032_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_032_th.jpg,
tabor0558,pg83-b04-f39-007_033,04,"Flooding at Pacific Fruit and Produce Co, near Nine Mile Creek",Tabor's Photo Service,"Flooding from Nine Mile Creek reaches Pacific Fruit and Produce Co., a brick building near what appears to be floodwater-covered railroad tracks.",1933,,floods (natural events); buildings (structures); railroads (infrastructure),,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_033.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_033.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_033_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_033_th.jpg,
tabor0559,pg83-b04-f39-007_034,04,Flooding on Fourth Street,Tabor's Photo Service,Flooding covers the surface of Fourth Street during the Wallace flood. A layer of debris obscures the surface of the water.,1933,,"floods (natural events); people, anonymous; buildings (structures); telephone poles; trees (woody plants)",,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_034.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_034.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_034_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_034_th.jpg,
tabor0560,pg83-b04-f39-007_035,04,Flooding at City Park,Tabor's Photo Service,"Flooding near the fountain and walkways of Wallace City Park. There are a cannon, gazebo, and variety of other buildings visible in the background.",1933,,floods (natural events); buildings (structures); gazebos; cannons (artillery); trees (woody plants); fountains,,"Wallace, Idaho",47.4740945,-115.9279387,"PG 83, George W. Tabor Photographs, 1890-1963",pg83-b04-f39-007_035.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b04-f39-007_035.jpg,http://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b04-f39-007_035_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b04-f39-007_035_th.jpg,
