objectid,file name,title,description,company names,creator,architect,drawn,traced,date,date is approximate,scale,subject,location built,location created,location,latitude,longitude,digital collection,finding aid,source,identifier,rights,rightsstatement,format original,type,digital format,language,display_template,object_location,image_small,image_thumb
craigmountain043,MG12_F24a_p007.pdf,Letter to Mr. Geddes (Craig Mountain Lumber Company) from Gerhard F. Neils (J. Neils Lumber Company),Letter to W.C. Geddes of the Craig Mountain Company from Gerhard F. Neils of the J. Neils Lumber Company regarding a blueprint of a fuel supply system for sawmills.,J. Neils Lumber Company; Craig Mountain Lumber Company,J. Neils Lumber Company;,,,,1930-07-22,,,business letters; sawmills (factories);,,,"Klickitat, Washington; Winchester, Idaho",45.81753086,-121.151977,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24a_p007,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24a_p007.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24a_p007_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24a_p007_th.jpg
craigmountain044,MG12_F24b_p001.jpg,Piping for new boiler for the Craig Mountain Lumber Co.,"Piping for new boiler sketch for the Craig Mountain Lumber Company, Winchester, Idaho. A note is included that indicates that ""This print is for approval only and MUST NOT be used for construction purposes.""",Chas. C. Moore & Co. Engineers; Craig Mountain Lumber Company,,Chas. C. Moore & Co. Engineers,Seavey,,1923-05-24,,1/4 inch = 1 foot,blueprints; plumbing; piping; boilers; steam plants;,"Winchester, Idaho","San Francisco, California",,37.75701623,-122.4370855,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p001_th.jpg
craigmountain045,MG12_F24b_p002.jpg,Dimensions required for steam piping for Craig Mountain Lumber Co.,"Dimensions required for steam piping for Craig Mountain Lumber Co. A note indicates that ""This print is for REFERENCE ONLY.""",Chas. C. Moore & Co. Engineers; Craig Mountain Lumber Company,,Chas. C. Moore & Co. Engineers,R.C.M.,,1923-05-05,,1/4 inch = 1 foot,blueprints; plumbing; piping; boilers; steam plants; elevations; specifications; plans;,"Winchester, Idaho","San Francisco, California",,37.75701623,-122.4370855,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p002,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p002.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p002_th.jpg
craigmountain046,MG12_F24b_p003.jpg,"Stack, breeching, and stack screen for Craig Mountain Lumber Co.","61 x 121' - 7"" [121 feet and 7 inches] stack, breeching, and stack screen blueprint for Craig Mountain Lumber Co.",Chas. C. Moore & Co. Engineers; Craig Mountain Lumber Company,,Chas. C. Moore & Co. Engineers,R.C.M.,,1923-04-02,,Half Size; 3 1/2 inches = 1 foot; 1 inch = 1 foot;,blueprints; steam stacks; breeches; umbrellas; smokestacks; specifications;,"Winchester, Idaho","San Francisco, California",,37.75701623,-122.4370855,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p003,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p003.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p003_th.jpg
craigmountain047,MG12_F24b_p004.pdf,The Babcock & Wilcox Co. specification Stirling water-tube boilers,"Proposal of Chas. C. Moore and Co. Engineers, Inc. to install Stirling patent safety water tube boiler, Dutch Oven furnace, and other equipment.",Chas. C. Moore & Co. Engineers; Craig Mountain Lumber Company;,"Chas. C. Moore & Co. Engineers, Inc.",,,,1923-03-17,,,proposals; boilers (HVAC components);,"Winchester, Idaho","Seattle, Washington",,47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p004,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p004.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p004_th.jpg
craigmountain048,MG12_F24b_p005.pdf,Correspondence between Craig Mountain Lumber Co. and Chas. C. Moore & Co. Engineers,Two letters between Craig Mountain Lumber Co. and Chas. C. Moore & Co. Engineers regarding a question about the boiler contract and a proposition from Chas. C. Moore & Co. Engineers.,,"Chas. C. Moore & Co. Engineers, Inc.; Craig Mountain Lumber Co.",,,,1923-03-19; 1923-03-31,,,correspondence; boilers (HVAC components);,,,"Seattle Washington; Winchester, Idaho",47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p005,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p005.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p005_th.jpg
craigmountain049,MG12_F24b_p006.pdf,Correspondence between Craig Mountain Lumber Co. and Chas. C. Moore & Co. Engineers with handwritten notes,Correspondence between Craig Mountain Lumber Co. and Chas. C. Moore & Co. Engineers regarding the boiler contract and additional work. There are a few pages of handwritten notes.,,"Chas. C. Moore & Co. Engineers, Inc.; Craig Mountain Lumber Co.",,,,1923-04-03; 1923-04-06; 1923-04-09; 1923-04-13; 1923-04-16,,,correspondence; boilers (HVAC components);,,,"Seattle Washington; Winchester, Idaho",47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p006,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p006.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p006_th.jpg
craigmountain050,MG12_F24b_p007.pdf,Correspondence between Craig Mountain Lumber Co. and Chas. C. Moore & Co. Engineers regarding extra work,Correspondence between Craig Mountain Lumber Co. and Chas. C. Mooer & Co. Engineers regarding extra work to be done on the boilers for Craig Mountain Lumber Co.,,"Chas. C. Moore & Co. Engineers, Inc.; Craig Mountain Lumber Co.",,,,1923-04-19; 1923-04-21,,,correspondence; boilers (HVAC components);,,,"Seattle Washington; Winchester, Idaho",47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p007,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p007.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p007_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p007_th.jpg
craigmountain051,MG12_F24b_p008.pdf,Correspondence between Craig Mountain Lumber Co. and Chas. C. Moore & Co. Engineers regarding a quote for an order,"Correspondence between Craig Mountain Lumber Co. and Chas. C. Moore & Co. Engineers regarding a quote for an order on brick made at Palouse, Washington. ",,"Chas. C. Moore & Co. Engineers, Inc.; Craig Mountain Lumber Co.",,,,1923-04-19; 1923-04-28,,,correspondence; brick (clay material);,,,"Seattle Washington; Winchester, Idaho",47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p008,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p008.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p008_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p008_th.jpg
craigmountain052,MG12_F24b_p009.pdf,Correspondence between Craig Mountain Lumber Co. and Chas. C. Moore & Co. Engineers regarding a sketch,Correspondence between Craig Mountain Lumber Co. and Chas. C. Moore & Co. Engineers regarding a sketch showing the principal dimensions of the tile fuel hole liners.,,"Chas. C. Moore & Co. Engineers, Inc.; Craig Mountain Lumber Co.",,,,1923-04-25; 1923-05-15,,,correspondence; preliminary sketches (sketches),,,"Seattle Washington; Winchester, Idaho",47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p009,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p009.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p009_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p009_th.jpg
craigmountain053,MG12_F24b_p010.pdf,Correspondence between Craig Mountain Lumber Co. and Chas. C. Moore & Co. Engineers regarding sketches and a proposition,"Correspondence between Craig Mountain Lumber Co. and Chas. C. Mooer & Co. Engineers regarding sketches and a proposition from Chas. C. Moore & Co. Engineers ""to furnish piping for inter-connecting, to put a steam stop and check valve on boiler nozzle and then use a 90 degree bend coming into a gate valve located on the end of header."" Also included are a few pages of handwritten notes.",,"Chas. C. Moore & Co. Engineers, Inc.; Craig Mountain Lumber Co.",,,,1923-04-28; 1923-05-01; 1923-05-07; 1923-05-10,,,correspondence; preliminary sketches (sketches);,,,"Seattle Washington; Winchester, Idaho",47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p010,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p010.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p010_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p010_th.jpg
craigmountain054,MG12_F24b_p011.pdf,Correspondence from Chas. C. Moore & Co. Engineers to Craig Mountain Lumber Company following up on a sketch regarding piping,Correspondence from Chas. C. Moore & Co. Engineers to Craig Mountain Lumber Company following up on a sketch.,,Chas. C. Moore & Co. Engineers,,,,1923-05-08,,,correspondence; preliminary sketches (sketches); piping (plumbing system components),,,"Seattle, Washington",47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p011,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p011.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p011_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p011_th.jpg
craigmountain055,MG12_F24b_p012.pdf,Correspondence from Chas. C. Moore & Co. Engineers to Craig Mountain Lumber Company regarding two copies of drawings,"Correspondence from Chas. C. Moore & Co. Engineers to Craig Mountain Lumber Company regarding two copies of drawings showing the resetting of boilers ""in accordance with a design which would give [you] better combustion results and would give [you] an extension furnace of the same length as that proposed for the new boiler.",,Chas. C. Moore & Co. Engineers,,,,1923-05-11,,,correspondence; assembly drawings; boilers (HVAC components),,,"Seattle, Washington",47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p012,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p012.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p012_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p012_th.jpg
craigmountain056,MG12_F24b_p013.pdf,Correspondence between Chas. C. Moore & Co. and Craig Mountain Lumber Company regarding an order of cement and lime,Correspondence between Chas. C. Moore & Co. Engineers and Craig Mountain Lumber Company regarding an order of cement and lime to lay up boiler brickwork.,,Chas. C. Moore & Co. Engineers; Craig Mountain Lumber Company,,,,1923-05-12; 1923-05-17; 1923-05-21; 1923-05-23; 1923-05-24; 1923-05-28,,,correspondence; boilers (HVAC components); brick (clay material);,,,"Seattle, Washington; Winchester, Idaho",47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p013,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p013.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p013_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p013_th.jpg
craigmountain057,MG12_F24b_p014.pdf,Correspondence between Chas. C. Moore & Co. Engineers and Craig Mountain Lumber Company regarding a boiler drawing,Correspondence between Chas. C. Moore & Engineers and Craig Mountain Lumber Company regarding boiler drawing comments in connection with an installation. A Western Union Telegram is also attached.,,Chas. C. Moore & Co. Engineers; Craig Mountain Lumber Company,,,,1923-05-23; 1923-06-04; 1923-06-02,,,correspondence; telegrams; boilers (HVAC components),,,"Seattle, Washington; Winchester, Idaho; ",47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p014,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p014.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p014_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p014_th.jpg
craigmountain058,MG12_F24b_p015.pdf,Letter from Chas. C. Moore & Co. Engineers to Craig Mountain Lumber Co.,"Letter from Chas. C. Moore & Co. Engineers to Craig Mountain Lumber Co. regarding a copy of drawing No. 5701 ""showing stack, breeching and stack screen.""",,Chas. C. Moore & Co. Engineers,,,,1923-05-31,,,correspondence; preliminary drawings,,,"Seattle, Washington",47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p015,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p015.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p015_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p015_th.jpg
craigmountain059,MG12_F24b_p016.pdf,Correspondence from Chas. C. Moore & Co. Engineers and Craig Mountain Lumber Co. with additional documents,Correspondence from Chas. C. Moore & Co. Engineers and Craig Mountain Lumber Co. with a list of materials and Uniform Straight Bill of Lading.,,Chas. C. Moore & Co. Engineers; Craig Mountain Lumber Company; The Babcock & Wilcox Co.; The Pennsylvania Railroad Company,,,,1923-05-29; 1923-05-31; 1923-06-04;,,,correspondence; boilers (HVAC components);,,,"Barberton, Ohio; Winchester, Idaho; Seattle, Washington",41.00937888,-81.59866649,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p016,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p016.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p016_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p016_th.jpg
craigmountain060,MG12_F24b_p017.pdf,Correspondence between Chas. C. Moore & Co. Engineers and Craig Mountain Lumber Company and telegrams,Correspondence between Chas. C. Moore & Co. Engineers and Craig Mountain Lumber Company and telegrams to F.E. McGuire of Craig Mountain Lumber Co.,,Chas C. Moore & Engineers; Craig Mountain Lumber Company,,,,1923-06-30; 1923-06-28; 1923-06-27; 1923-06-13; 1923-06-11,,,correspondence; boilers (HVAC components); preliminary drawings; telegrams,,,"Winchester, Idaho; Seattle, Washington; San Francisco, California; ",47.62331585,-122.3373126,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p017,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p017.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p017_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p017_th.jpg
craigmountain061,MG12_F24b_p018.pdf,The Hartford Steam Boiler Inspection and Insurance Company certificate,The Hartford Steam Boiler Inspection and Insurance Company certificate stating that it has inspected certain drums manufactured by The Babcock and Wilcox Company of New York.,,The Hartford Steam Boiler Inspection and Insurance Co.,,,,1923-06-01,,,inspection; insurance; certificates,,,"Barberton, Ohio  ",41.00937888,-81.59866649,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F24b_p018,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Document,text,application/pdf,eng,pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F24b_p018.pdf,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F24b_p018_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F24b_p018_th.jpg
craigmountain062,MG12_F25_p001.jpg,Elevations of the planing mill,"Planing mill blueprint for the Craig Mountain Lumber Co. Winchester, Idaho. Plans by Wash Huffman.",Craig Mountain Lumber Company,,Wash. Huffman,Wash Huffman,,1910-02-07,,1/4 inch = 1 foot,blueprints; planing mills; steam plants; saw mills; lumber;,"Winchester, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F25_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F25_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F25_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F25_p001_th.jpg
craigmountain063,MG12_F26_p001.jpg,Planing mill floor Plan,"The Floor Plan of the Planing Mill at Craig Mountain Lumber Co. Winchester, Idaho.",Craig Mountain Lumber Company,,Wash. Huffman,,,1910-04-18,,1/4 inch = 1 foot,blueprints; floor plans; planing mills; saw mills; lumber; machinery;,"Winchester, Idaho","Spokane, Washington",,47.6802164,-117.4035685,Craig Mountain Lumber Company,https://archiveswest.orbiscascade.org/ark:80444/xv96107,"Craig Mountain Lumber Company records, 1909-1956, MG 12, University of Idaho Library Special Collections and Archives",MG12_F26_p001,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Blueprint,image; stillimage,image/jpeg,eng,image,https://www.lib.uidaho.edu/digital/objects/craigmountain/MG12_F26_p001.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/small/MG12_F26_p001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/craigmountain/thumbs/MG12_F26_p001_th.jpg
