objectid,filename,title,creator,donor,date,archival date,description,subject,location,latitude,longitude,source,identifier,type,format original,format,finding aid,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
stockcerts0876,9-001.jpg,Idaho Maryland Mines Corporation,,"Bennet, Earl H.",1952-12-29,1952-12-29,"Shuman, Agnew & Co. was the owner of one hundred shares.",mining; stock certificates; shares,"San Francisco, California",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-001,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-001.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-001_th.jpg
stockcerts0878,9-003.jpg,Ambro Mining Corporation,,"Bennet, Earl H.",1919-10-08,1919-10-08,Wm. J. Riddle was the owner of two hundred shares.,mining; stock certificates; shares,Delaware,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-003,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-003.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-003_th.jpg
stockcerts0879,9-004.jpg,Associated Gold Mines Company,,"Bennet, Earl H.",1933-06-05,1933-06-05,Oscar Wm. Hanson was the owner of four hundred thirty shares.,mining; stock certificates; shares; gold (metal),Washington,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-004,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-004.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-004_th.jpg
stockcerts0882,9-007.jpg,Mayflower Hotel Company,,"Bennet, Earl H.",,,Blank shares certificate.,hotel; stock certificates; shares,Washington D.C.,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-007,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-007.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-007_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-007_th.jpg
stockcerts0884,9-009.jpg,"Kit Tin Mines, ltd.",,"Bennet, Earl H.",1901-12-07,1901-12-07,This certificate certifies the owner possessed five shares.,mining; stock certificates; shares,"London, England",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-009,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-009.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-009_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-009_th.jpg
stockcerts0885,9-010.jpg,"O'Okiep Copper Company, Ltd.",,"Bennet, Earl H.",1979-08-04,1979-08-04,"Merrill Lynch, Pierce, Fenner & Beane was the owner of ten shares.",mining; stock certificates; shares; copper (metal),"New York, New York",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-010,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-010.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-010_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-010_th.jpg
stockcerts0888,9-014.jpg,Buffalo Hump Mining Company [2],,"Bennet, Earl H.",1899-03-16,1899-03-16,Chas Sweeny was the owner of one hundred shares. Cancelled.,mining; stock certificates; shares,New York,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-014,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-014.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-014_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-014_th.jpg
stockcerts0891,9-017.jpg,Gulf States Utilities Co.,,"Bennet, Earl H.",1947-07-15,1947-07-15,Stone & Webster Securities Corporation was the owner of twenty-four shares.,utilities; stock certificates; shares,Texas,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-017,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-017.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-017_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-017_th.jpg
stockcerts0892,9-018.jpg,"Buffelsdoorn Est. and Gold Mining Co, LTD",,"Bennet, Earl H.",1899-09-15,1899-09-15,The certificate certifies that the holder owned five hundred fifty thousand shares.,mining; stock certificates; shares; gold (metal),"London, England",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-018,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-018.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-018_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-018_th.jpg
stockcerts0893,9-019.jpg,Durban Roodepoort Deep,,"Bennet, Earl H.",1938-06-15,1938-06-15,This certificate certifies that the holder owned twenty-five shares. Cancelled.,mining; stock certificates; shares,"London, England",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-019,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-019.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-019_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-019_th.jpg
stockcerts0894,9-020.jpg,Owyhee River Copper Co.,,"Bennet, Earl H.",1938-04-23,1938-04-23,Dow Gale was the owner of five hundred shares.,mining; stock certificates; shares; copper (metal),Nevada,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-020,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-020.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-020_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-020_th.jpg
stockcerts0895,9-021.jpg,Willis Company,,"Bennet, Earl H.",1911-03-28,1911-03-28,Robery G. Loming was the owner of two hundred shares.,mining; stock certificates; shares,Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-021,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-021.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-021_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-021_th.jpg
stockcerts0896,9-022.jpg,DeLamar Mining Co. Ltd. [2],,"Bennet, Earl H.",1901-12-03,1901-12-03,This certificate certifies that the holder owned ten shares.,mining; stock certificates; shares,"London, England",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-022,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-022.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-022_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-022_th.jpg
stockcerts0897,9-023.jpg,United States Smelt. Refining and Mining Co. [3],,"Bennet, Earl H.",1973-08-31,1973-08-31,Monsco & Co. was the owner of one hundred shares.,mining; stock certificates; shares; smelting,Maine,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-023,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-023.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-023_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-023_th.jpg
stockcerts0898,9-024.jpg,Bunker Hill Company [4],,"Bennet, Earl H.",1967-12-29,1967-12-29,E. F. Hutton & Company Inc. was the owner of forty shares. Cancelled.,mining; stock certificates; shares,"Kellogg, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-024,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-024.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-024_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-024_th.jpg
stockcerts0900,9-026.jpg,Coeur d'Alene Federal Mines Corporation,,"Bennet, Earl H.",1920-04-12,1920-04-12,Edward H. Manhire was the owner of five thousand shares.,mining; stock certificates; shares,"Coeur d'Alene, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-026,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-026.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-026_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-026_th.jpg
stockcerts0901,9-027.jpg,Lincoln Idaho Oil Company [2],,"Bennet, Earl H.",1918-06-21,1918-06-21,O. M. Gary was the owner of five thousand shares.,oil (organic material); stock certificates; shares,Wyoming,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-027,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-027.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-027_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-027_th.jpg
stockcerts0902,9-028.jpg,Farmers Milling Company,,"Bennet, Earl H.",1918-08-05,1918-08-05,O. M. Gary was the owner of two shares.,milling (metalworking); stock certificates; shares,"Eden, Idaho",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-028,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-028.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-028_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-028_th.jpg
stockcerts0903,9-029.jpg,Blackbird Copper and Gold Mining Company [1],,"Bennet, Earl H.",1900-12-17,1900-12-17,John E. DuBois was the owner of twelve thousand shares.,mining; stock certificates; shares; gold (metal); copper (metal),West Virginia,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-029,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-029.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-029_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-029_th.jpg
stockcerts0905,9-031.jpg,St. Joe Minerals Corporation,,"Bennet, Earl H.",1975-07-15,1975-07-15,Tnom & Co. was the owner of five hundred shares.,mining; stock certificates; shares,New York,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-031,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-031.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-031_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-031_th.jpg
stockcerts0907,9-033.jpg,Weiser Valley Land & Water Company,,"Bennet, Earl H.",1918-05-10,1918-05-10,This certificate certifies that the holder owned a land and water bond.,land; stock certificates; shares; hydroelectric power,Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-033,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-033.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-033_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-033_th.jpg
stockcerts0910,9-036.jpg,"Associated Calitalo Holdings, Ltd.",,"Bennet, Earl H.",1932-05-20,1932-05-20,Rita B. Wethern was the owner of thirty-three and thirty-five one hundredths shares.,stock certificates; shares,"San Francisco, California",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-036,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-036.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-036_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-036_th.jpg
stockcerts0911,9-037.jpg,Mexican Premier Mines company,,"Bennet, Earl H.",1932-01-18,1932-01-18,W. M. McConnell was the owner of five hundred shares.,mining; stock certificates; shares,"Spokane, Washington",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-037,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-037.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-037_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-037_th.jpg
stockcerts0912,9-038.jpg,Traders National Bank,,"Bennet, Earl H.",,,Blank shares certificate.,banks (institutions); stock certificates; shares,"Spokane, Washington",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-038,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-038.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-038_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-038_th.jpg
stockcerts0913,9-039.jpg,Empire Copper Company,,"Bennet, Earl H.",1916-06-06,1916-06-06,C. C. Clayton was the owner of five hundred shares.,mining; stock certificates; shares; copper (metal),Maine,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-039,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-039.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-039_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-039_th.jpg
stockcerts0914,9-040.jpg,Alturas Gold Ltd.,,"Bennet, Earl H.",1888-05-23,1888-05-23,Miss. Edith Ann Barelay was the owner of fifty shares.,mining; stock certificates; shares; gold (metal),"London, England",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-040,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-040.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-040_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-040_th.jpg
stockcerts0916,9-042.jpg,La Trinidad Mining Company [1],,"Bennet, Earl H.",1926-09-09,1926-09-09,Lorraine Kummer was the owner of one hundred shares.,mining; stock certificates; shares,"Las Vegas, Nevada",,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-042,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-042.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-042_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-042_th.jpg
stockcerts0918,9-044.jpg,"Uranium Mines, Inc.",,"Bennet, Earl H.",1957-08-06,1957-08-06,Norman Levine and Nettie J. Levine was the owner of one thousand shares.,mining; stock certificates; shares; uranium,Idaho,,,"Earl Bennett Stock Certificates collection, MG 572, University of Idaho Library Special Collections and Archives",9-044,Text,document,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv839959,Stock Certificates Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/stockcerts/9-044.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/small/9-044_sm.jpg,https://www.lib.uidaho.edu/digital/objects/stockcerts/thumbs/9-044_th.jpg
