objectid,filename,title,creator,description,archival_date,date,date is approximate?,subject,location,latitude,longitude,source,finding_aid,file,format original,format,type,rights,rightsstatement,language,digital collection,contributing institution,display_template,object_location,image_small,image_thumb
flora080,pg129-081.jpg,Rosa nutkana,Thomas R. Ashlee,"Common name: Nootka Rose. The photo's envelope reads: 'Kamiak Butte. April 22 - 34. Rosa nutkana, Presl. A32, T25"", F.S. 9 AM. Single bellows. 8""#2. 15""#3.'",1934-04-22,1934-04-22,,plants; botany; Idaho; flora; native plants,"Kamiak Butte, Washington",46.86404647,-117.1615512,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-081,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-081.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-081_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-081_th.jpg
flora081,pg129-082.jpg,Calochortus apiculatus,Thomas R. Ashlee,"Common name: Pointedtip Mariposa Lily. The photo's envelope reads: 'Pend d'Oreille Nat Forest. June 19 - 33. Lakeview Mt. Calochortus apiculatus, Barb. A32.5, T1/2 D18"", F.S. 8:30 AM. #0 1"". Enl #1, 60"" #16. 55 sec normal.'",1933-06-19,1933-06-19,,plants; botany; Idaho; flora; native plants,"Pend d'Oreille, National Forest, Idaho",48.17639811,-116.4171646,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-082,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-082.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-082_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-082_th.jpg
flora082,pg129-083.jpg,Oenothera pallida,Thomas R. Ashlee,"Common name: Pale Evening Primrose. The photo's envelope reads: 'Oenothera pallida, Lindl. A open, T1' 8 PM. A16, T1'. June 20 - 32. Dr. Laney's garden Moscow, Idaho. Originally from near Riggins, Ida. Salmon River.'",1932-06-20,1932-06-20,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-083,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-083.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-083_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-083_th.jpg
flora083,pg129-084.jpg,Penstemon eriantherus [1],Thomas R. Ashlee,"Common name: Fuzzytongue Penstemon. The photo's envelope reads: 'Pend d'Oreille Nat Forest. 6""-#2. June 19 - 33. Lakeview Mt. Penstemon eriantherus, Push. A16, T1/2"", D48"", cloudy.'",1933-06-19,1933-06-19,,plants; botany; Idaho; flora; native plants,"Lakeview Mountain, Pend d'Oreille, National Forest, Idaho",48.17639811,-116.4171646,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-084,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-084.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-084_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-084_th.jpg
flora084,pg129-085.jpg,Hydrophyllum capitatum,Thomas R. Ashlee,"Common name: Ballhead Waterleaf. The photo's envelope reads: 'April 10 - 34. 3 Mi E of Moscow. Hydrophyllum capitatum, Dougl. 12"" #5.'",1934-04-10,1934-04-10,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-085,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-085.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-085_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-085_th.jpg
flora085,pg129-086.jpg,Polygonum bistortoides,Thomas R. Ashlee,"Common name: American Bistort. The back of the photo reads: 'Polygonum bistortoides, Push. Paradise Creek. May 9, 1934.'",1934-05-09,1934-05-09,,plants; botany; Idaho; flora; native plants,"Paradise Creek, Moscow, Idaho",46.7323946,-117.0182277,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-086,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-086.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-086_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-086_th.jpg
flora086,pg129-087.jpg,Unidentified [8],Thomas R. Ashlee,Unidentified plant growing in grassy area.,1934,,yes,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-087,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-087.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-087_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-087_th.jpg
flora087,pg129-088.jpg,Nuphar polysepala [2],Thomas R. Ashlee,"Common name: Great Yellow Pond-lily. In the background, an unidentified man is sitting and examining the lilies. The photo's envelope reads: 'Nuphar polysepala, Engelm. (Nymphea polysepala, green (Engelm). Aug 20 - 32. 4 mi E of Princeton, Ida. 10""#3.'",1932-08-20,1932-08-20,,plants; botany; Idaho; flora; native plants,"Princeton, Idaho",46.91383285,-116.8331068,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-088,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-088.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-088_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-088_th.jpg
flora088,pg129-089.jpg,Woodsia scopulina,Thomas R. Ashlee,"Common name: Rocky Mountain woodsia. The photo's envelope reads: 'Kamiak Butte. April 22 - 34. Woodsia scopulina, Eat. T1/2"", A32, 9 AM. Light cloudy. Set up at greenhouse April 26 - 34. 5""#2.'",1934-04-22,1934-04-22,,plants; botany; Idaho; flora; native plants,"Kamiak Butte, Washington",46.86404647,-117.1615512,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-089,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-089.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-089_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-089_th.jpg
flora089,pg129-090.jpg,Unidentified [9],Thomas R. Ashlee,Unidentified potted plant.,1934,,yes,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-090,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-090.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-090_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-090_th.jpg
flora090,pg129-091.jpg,Clarkia pulchella,Thomas R. Ashlee,"Common name: Pink Fairies. The photo's envelope reads: 'Clarkia pulchella, Pursh. July 5, A16, T1/2"", 6:30 PM. #5 8sec. Kendrick, Idaho.'",1934-07-05,1934-07-05,,plants; botany; Idaho; flora; native plants,"Kendrick, Idaho",46.61404585,-116.6461205,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-091,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-091.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-091_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-091_th.jpg
flora091,pg129-092.jpg,Veratrum californicum [4],Thomas R. Ashlee,"Common name: Corn Lily. Note: This plant is extremely poisonous. The photo's envelope reads: 'June 17/1934. Paradise Ridge. Veratrum californicum, Durand. A8, T1/5, F.S. 4 PM.'",1934-06-17,1934-06-17,,plants; botany; Idaho; flora; native plants,"Paradise Ridge, Moscow, Idaho",46.68746501,-116.9725929,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-092,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-092.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-092_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-092_th.jpg
flora092,pg129-093.jpg,Penstemon eriantherus [2],Thomas R. Ashlee,"Common name: Fuzzytongue Penstemon. The photo's envelope reads: 'June 18 - 32. Penstemon eriantherus, Pursh. Blue var. 2' high. A16, T1/5"", 4 PM, cloudy. Enl mask #1 f11 1 min. Garden [of] Dr. F. B. Laney. (Originally from Seven Devil Mts). Moscow, Ida.'",1932-06-18,1932-06-18,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-093,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-093.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-093_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-093_th.jpg
flora093,pg129-094.jpg,Penstemon scouleri,Thomas R. Ashlee,"Common name: Littleleaf Bush Beardtongue. The photo's envelope reads: 'Pend d'Oreille Nat Forest Lakeview Mt. 5""#2. June 19 - 33. T1/5, A16, D50"", 11 AM. Broken light. Penstemon scouleri, Lindl. On rocks under Physosaphus Acre. Enl. f 16 1 3/4 min mask 1.'",1933-06-19,1933-06-19,,plants; botany; Idaho; flora; native plants,"Lakeview Mountain, Pend d'Oreille, National Forest, Idaho",48.17639811,-116.4171646,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-094,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-094.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-094_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-094_th.jpg
flora094,pg129-095.jpg,Juniperus,Thomas R. Ashlee,"Common name: Juniper. The photo's envelope reads: 'Lakeview, Garden [of] Mr. Weber. Lake Pend d'Oreille, Idaho. July 3 - 33. Juniperus. T1"", A16, 2 PM cloudy. Height 15'. Planted 19 years, age 24 yrs?'",1933-07-03,1933-07-03,,plants; botany; Idaho; flora; native plants,"Lake Pend d'Oreille, Idaho",48.17639811,-116.4171646,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-095,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-095.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-095_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-095_th.jpg
flora095,pg129-096.jpg,Clintonia uniflora,Thomas R. Ashlee,"Common name: Queen's Cup. The back of the photo reads: 'Clintonia uniflora, Kinth. 5m E. Clarkia. June 10, 1934.'",1934-06-10,1934-06-10,,plants; botany; Idaho; flora; native plants,"Clarkia, Idaho",47.011328,-116.2536909,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-096,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-096.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-096_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-096_th.jpg
flora096,pg129-097.jpg,Dodecatheon oulgare (?),Thomas R. Ashlee,"Common name: Shooting Star. The back of the photo reads: 'Dodecatheon oulgare, (Hook) Piper. Thatuna Hills. April 11, 1934.'",1934-04-11,1934-04-11,,plants; botany; Idaho; flora; native plants,"Thatuna Hills, Idaho",46.80565116,-116.8543584,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-097,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-097.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-097_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-097_th.jpg
flora097,pg129-098.jpg,Lupinus leucophyllus,Thomas R. Ashlee,"Common name: Velvet Lupine. The back of the photo reads: 'Lupinus leucophyllus, Dougl. Moscow. May 15, 1934.'",1934-05-15,1934-05-15,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-098,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-098.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-098_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-098_th.jpg
flora098,pg129-099.jpg,Nest of Sparrows,Thomas R. Ashlee,"The photo's envelope reads: 'July 7. E of Moscow, Idaho. Nest of Chipping-Sparrow in Goldenrod. T1/5"", A32, 2:30 PM.'",1934-07-07,1934-07-07,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-099,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-099.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-099_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-099_th.jpg
flora099,pg129-100.jpg,Solidago lepida,Thomas R. Ashlee,"Common name: Western Goldenrod. The photo's envelope reads: 'July 14/1934. Elk R Falls. Solidago lepida, D C. var elougata, A16.5, T1/5 F.S.'",1934-07-14,1934-07-14,yes,plants; botany; Idaho; flora; native plants,"Elk River Falls, Idaho",46.73670239,-116.1726771,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-100,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-100.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-100_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-100_th.jpg
flora100,pg129-101.jpg,Erythronium grandiflorum [2],Thomas R. Ashlee,Common name: Yellow Avalanche Lily. The back of the photo reads: 'Erythronium grandiflorum. T.R.A.',1934,1934,yes,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-101,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-101.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-101_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-101_th.jpg
flora101,pg129-102.jpg,Sisyrinchium grandiflorum,Thomas R. Ashlee,"Common name: Douglas' Grasswidow. The photo's envelope reads: 'Woods E of Viola grade. Feb 10 - 34. Sisyrinchium grandiflorum, Dougl. (Olsynium g (Dougl) Rat.). A8, T25', F.S. 3 PM.'",1934-02-10,1934-02-10,,plants; botany; Idaho; flora; native plants,"Viola, Idaho",46.83902828,-117.0237102,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-102,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-102.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-102_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-102_th.jpg
flora102,pg129-103.jpg,Penstemon procerus,Thomas R. Ashlee,"Common name: Littleflower Penstemon. The photo's envelope reads: 'Penstemon procerus, Dougl. Moscow, May 14 - 34. Garden R. A. Diettert. T1/25"" A32, 5:15 PM.'",1934-05-14,1934-05-14,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-103,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-103.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-103_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-103_th.jpg
