objectid,identifier,title,description,date,date approximate,photographer/artist,subject,location,latitude,longitude,source,language,filename,type,format,format original,digital collection,contributing institution,rights,rightsstatement,display_template,object_location,image_small,image_thumb
gemphotos0527,PG101-247_05a,University of Idaho Commencement ceremony [5],Students receive awards while on stage.,1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-247_05a.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-247_05a.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-247_05a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-247_05a_th.jpg
gemphotos0528,PG101-247_05b,University of Idaho Commencement ceremony [6],Faculty lead the procession to Memorial Gym where Commencement is held.,1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; crowds,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-247_05b.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-247_05b.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-247_05b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-247_05b_th.jpg
gemphotos0529,PG101-247_06a,University of Idaho Commencement ceremony [7],Students gather in the Memorial Gym for Commencement.,1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; crowds,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-247_06a.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-247_06a.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-247_06a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-247_06a_th.jpg
gemphotos0530,PG101-247_06b,University of Idaho Commencement ceremony [8],Faculty lead the procession to Memorial Gym where Commencement is held.,1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; crowds,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-247_06b.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-247_06b.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-247_06b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-247_06b_th.jpg
gemphotos0531,PG101-247_06c,University of Idaho Commencement ceremony [9],Faculty lead the procession to Memorial Gym where Commencement is held.,1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; crowds,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-247_06c.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-247_06c.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-247_06c_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-247_06c_th.jpg
gemphotos0532,PG101-247_07a,University of Idaho Commencement ceremony [10],Students gather outside of the Administration Building on Commencement Day.,1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; crowds,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-247_07a.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-247_07a.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-247_07a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-247_07a_th.jpg
gemphotos0533,PG101-247_07b,University of Idaho Commencement ceremony [11],Students gather in the Memorial Gym for Commencement.,1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; crowds,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-247_07b.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-247_07b.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-247_07b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-247_07b_th.jpg
gemphotos0534,PG101-247_07c,University of Idaho Commencement ceremony [12],Faculty lead the procession to Memorial Gym where Commencement is held.,1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; crowds,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-247_07c.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-247_07c.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-247_07c_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-247_07c_th.jpg
gemphotos0535,PG101-247_07d,University of Idaho Commencement ceremony [13],A line of Seniors on their way out of Commencement.,1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; crowds,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-247_07d.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-247_07d.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-247_07d_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-247_07d_th.jpg
gemphotos0536,PG101-247_08,University of Idaho Commencement ceremony [14],Students gather outside of the Administration Building on Commencement Day.,1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; crowds,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-247_08.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-247_08.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-247_08_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-247_08_th.jpg
gemphotos0537,PG101-247_09,University of Idaho Commencement ceremony [15],Students gather outside of the Administration Building on Commencement Day.,1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; crowds,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-247_09.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-247_09.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-247_09_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-247_09_th.jpg
gemphotos0538,PG101-247_11a,University of Idaho Commencement ceremony [16],A line of Seniors on their way to Commencement.,1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; crowds,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-247_11a.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-247_11a.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-247_11a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-247_11a_th.jpg
gemphotos0539,PG101-247_11b,University of Idaho Commencement ceremony [17],Students gather outside the Memorial Gym for Commencement.,1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; crowds,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-247_11b.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-247_11b.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-247_11b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-247_11b_th.jpg
gemphotos0540,PG101-247_11c,University of Idaho Commencement ceremony [18],Faculty lead the procession to Memorial Gym where Commencement is held.,1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; crowds,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-247_11c.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-247_11c.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-247_11c_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-247_11c_th.jpg
gemphotos0542,PG101-248_01,"Ernest A. Gross, commencement speaker [1]","Portrait of Ernest A. Gross, diplomat, lawyer, and the head of the U.S. United Nations delegation.",1957,yes,,portraits; commencements; academic ceremonies; diplomats,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-248_01.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-248_01.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-248_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-248_01_th.jpg
gemphotos0543,PG101-248_04,"Ernest A. Gross, commencement speaker [2]","Ernest A. Gross, diplomat and head of the U.S. United Nations delegation, speaking at University of Idaho's Commencement.",1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; faculty (teachers); speeches (compositions),,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-248_04.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-248_04.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-248_04_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-248_04_th.jpg
gemphotos0544,PG101-248_05,"Ernest A. Gross, commencement speaker [3]","Ernest A. Gross, diplomat and head of the U.S. United Nations delegation, speaking at University of Idaho's Commencement.",1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; faculty (teachers); speeches (compositions),,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-248_05.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-248_05.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-248_05_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-248_05_th.jpg
gemphotos0545,PG101-248_09,"Ernest A. Gross, commencement speaker [4]","Ernest A. Gross, diplomat and head of the U.S. United Nations delegation, speaking at University of Idaho's Commencement.",1957,yes,,commencements; academic ceremonies; events; group portraits; ceremonies; students; faculty (teachers); speeches (compositions),,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-248_09.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-248_09.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-248_09_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-248_09_th.jpg
gemphotos0546,PG101-249,Couple and children at University of Idaho commencement,Harlan LeFever with wife and children at commencement.,1957,,,commencements; academic ceremonies; events; group portraits; ceremonies; students; men; women,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-249.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-249.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-249_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-249_th.jpg
gemphotos0547,PG101-250,Couple at University of Idaho commencement,Ted Bjornn and his wife at commencement.,1957,,,commencements; academic ceremonies; events; group portraits; ceremonies; students; men; women,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-250.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-250.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-250_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-250_th.jpg
gemphotos0548,PG101-251_04,"Judge William Healy, College of Law honorary degree [1]","Portrait of Judge William Healy, President of the Bar Association.",1957,yes,,law (discipline); portraits; men; judges,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-251_04.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-251_04.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-251_04_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-251_04_th.jpg
gemphotos0549,PG101-251_05,"Judge William Healy, College of Law honorary degree [2]",Judge William Healy receiving an honorary Doctor of Laws degree from the University of Idaho.,1957,,,law (discipline); group portraits; men; judges; events; commencements,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-251_05.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-251_05.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-251_05_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-251_05_th.jpg
gemphotos0550,PG101-251_06,"Judge William Healy, College of Law honorary degree [3]",Judge William Healy receiving an honorary Doctor of Laws degree from the University of Idaho.,1957,,,law (discipline); group portraits; men; judges; events; commencements,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-251_06.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-251_06.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-251_06_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-251_06_th.jpg
gemphotos0551,PG101-252_01,"Thomas C. Galloway, Doctorate of Science honorary degree [1]",Thomas Galloway receiving an honorary Doctorate of Science degree from the University of Idaho.,1957,,,men; group portraits; doctoral degrees; commencements; events,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-252_01.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-252_01.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-252_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-252_01_th.jpg
gemphotos0552,PG101-252_02,"Thomas C. Galloway, Doctorate of Science honorary degree [2]",Thomas Galloway receiving an honorary Doctorate of Science degree from the University of Idaho.,1957,,,men; group portraits; doctoral degrees; commencements; events,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-252_02.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-252_02.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-252_02_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-252_02_th.jpg
gemphotos0553,PG101-253_03,"Mark Kulp, Doctorate of Science honorary degree [1]",Mark Kulp receiving an honorary Doctorate of Science degree from the University of Idaho.,1957,,,men; group portraits; doctoral degrees; commencements; events,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-253_03.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-253_03.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-253_03_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-253_03_th.jpg
gemphotos0554,PG101-253_04,"Mark Kulp, Doctorate of Science honorary degree [2]",Mark Kulp receiving an honorary Doctorate of Science degree from the University of Idaho.,1957,,,men; group portraits; doctoral degrees; commencements; events,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-253_04.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-253_04.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-253_04_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-253_04_th.jpg
gemphotos0555,PG101-253_05,"Mark Kulp, Doctorate of Science honorary degree [3]","Portrait of Mark Kulp, recipient of honorary Doctorate of Science degree.",1957,,,men; portraits; doctoral degrees,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-253_05.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-253_05.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-253_05_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-253_05_th.jpg
gemphotos0556,PG101-254,Alumni President Jim Kalbus. University of Idaho.,Alumni President Jim Kalbus speaking at an event.,1957,yes,,men; events; group portraits; speeches (compositions),,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-254.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-254.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-254_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-254_th.jpg
