objectid,title,creator,date,archival date,description,fiddler_name,championship_dates,subject,location,latitude,longitude,identifier,filename,source,type,format original,format,finding aid,digital collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
fiddlers054,Bennie Thomassen winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,1980-06,June 1974; June 1975; June 1979; June 1980,"Winner of the Oldtime Fiddler Contest, Senior Division in 1974, 1975, 1979, and 1980",Benny Thomasson,1974-06; 1975-06; 1979-06; 1980-06,champion; winner; contest; music,"Weiser, Idaho",,,"benniethomassensenior74,75,79,80",fiddlers054.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers054.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers054_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers054_th.jpg
fiddlers056,Celeste Johnson winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,2016-06,June 2016,"Winner of the Oldtime Fiddler Contest, Junior Division in 2016",Celeste Johnson,,champion; winner; contest; music,"Weiser, Idaho",,,celestejohnson2016jn,fiddlers056.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers056.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers056_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers056_th.jpg
fiddlers057,Coy Daily winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,1981-06,June 1981,"Winner of the Oldtime Fiddler Contest, Senior Division in 1981",Coy Daily,,champion; winner; contest; music,"Weiser, Idaho",,,coydailysenior81,fiddlers057.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers057.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers057_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers057_th.jpg
fiddlers061,Gary Lee Moore winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,2012-06,June 2012,"Winner of the Oldtime Fiddler Contest, Senior Division in 2012",Gary Lee Moore,,champion; winner; contest; music,"Weiser, Idaho",,,"garyleemoore,senior2012",fiddlers061.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers061.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers061_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers061_th.jpg
fiddlers063,Hughie Smith winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,1995-06,June 1995,"Winner of the Oldtime Fiddler Contest, Senior Division in 1995",Hughie Smith,,champion; winner; contest; music,"Weiser, Idaho",,,"hughiesmith,senior,95",fiddlers063.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers063.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers063_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers063_th.jpg
fiddlers065,Joe Sites winner Adult Division,National Oldtime Fiddle Contest and Festival Organization,2004-06,June 2004,"Winner of the Oldtime Fiddler Contest, Adult Division in 2004",Joe Sites,,champion; winner; contest; music,"Weiser, Idaho",,,joesitesadult2004,fiddlers065.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers065.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers065_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers065_th.jpg
fiddlers067,John Melnichuk winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,2002-06,June 2002,"Winner of the Oldtime Fiddler Contest, Senior Division in 2002",John Melnichuk,,champion; winner; contest; music,"Weiser, Idaho",,,"johnmelnichuk,senior2002",fiddlers067.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers067.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers067_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers067_th.jpg
fiddlers068,Katrina Pearce winner Junior Junior Division,National Oldtime Fiddle Contest and Festival Organization,1995-06,June 1995,"Winner of the Oldtime Fiddler Contest, Junior Junior Division in 1995",Katrina Pearce,,champion; winner; contest; music,"Weiser, Idaho",,,katrinapearcejnjn95,fiddlers068.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers068.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers068_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers068_th.jpg
fiddlers071,Lorretta Brank winner Junior Junior Division,National Oldtime Fiddle Contest and Festival Organization,1973-06,June 1972; June 1973,"Winner of the Oldtime Fiddler Contest, Junior Junior Division in 1972 and 1973",Loretta Brank,1972-06; 1973-06,champion; winner; contest; music,"Weiser, Idaho",,,"lorettabrank,jnjn72,73",fiddlers071.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers071.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers071_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers071_th.jpg
fiddlers072,Luke Bulla winner Junior Junior Division,National Oldtime Fiddle Contest and Festival Organization,1992-06,June 1991; June 1992,"Winner of the Oldtime Fiddler Contest, Junior Junior Division in 1991 and 1992",Luke Bulla,1991-06; 1992-06,champion; winner; contest; music,"Weiser, Idaho",,,"lukebullajnjn91,92",fiddlers072.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers072.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers072_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers072_th.jpg
fiddlers074,Marvin Johnson winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,1983-06,June 1978; June 1983,"Winner of the Oldtime Fiddler Contest, Senior Division in 1978 and 1983",Marvin Johnson,1978-06; 1983-06,champion; winner; contest; music,"Weiser, Idaho",,,"marvinjohnsonsenior78,83",fiddlers074.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers074.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers074_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers074_th.jpg
fiddlers075,Megan Lynch winner Junior Junior Division,National Oldtime Fiddle Contest and Festival Organization,1987-06,June 1985; June 1986; June 1987,"Winner of the Oldtime Fiddler Contest, Junior Junior Division in 1985, 1986, and 1987",Megan Lynch,1985-06; 1986-06; 1987-06,champion; winner; contest; music,"Weiser, Idaho",,,"meganlynchjnjn85,86,87",fiddlers075.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers075.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers075_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers075_th.jpg
fiddlers076,Megan Lynch winner Young Adult Division,National Oldtime Fiddle Contest and Festival Organization,2004-06,June 2004,"Winner of the Oldtime Fiddler Contest, Young Adult Division in 2004",Megan Lynch,,champion; winner; contest; music,"Weiser, Idaho",,,"meganlynch,youngadult2004",fiddlers076.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers076.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers076_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers076_th.jpg
fiddlers078,Nancy Padilla winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,2021-06,June 2021,"Winner of the Oldtime Fiddler Contest, Senior Division in 2021",Nancy Padilla,,champion; winner; contest; music,"Weiser, Idaho",,,"nancypadilla,senior2021",fiddlers078.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers078.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers078_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers078_th.jpg
fiddlers079,Randy Pollard winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,1983-06,June 1983,"Winner of the Oldtime Fiddler Contest, Junior Division in 1983",Randy Pollard,,champion; winner; contest; music,"Weiser, Idaho",,,randypollarjn1983,fiddlers079.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers079.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers079_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers079_th.jpg
fiddlers080,Roberta Rast winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,1991-06,June 1991,"Winner of the Oldtime Fiddler Contest, Junior Division in 1991",Roberta Rast,,champion; winner; contest; music,"Weiser, Idaho",,,robertarastjn1991,fiddlers080.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers080.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers080_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers080_th.jpg
fiddlers083,Vann Smith winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,1966-06,June 1965; June 1966,"Winner of the Oldtime Fiddler Contest, Junior Division in 1965 and 1966",Vann Smith,1965-06; 1966-06,champion; winner; contest; music,"Weiser, Idaho",,,"vannsmithjn65,66",fiddlers083.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers083.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers083_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers083_th.jpg
fiddlers084,Vivian Alftin winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,1964-06,June 1959; June 1960; June 1962; June 1963; June 1964,"Winner of the Oldtime Fiddler Contest, Junior Division in 1959, 1960, 1962, 1963, and 1964",Vivian Alftin,1959-06; 1960-06; 1962-06; 1963-06; 1964-06,champion; winner; contest; music,"Weiser, Idaho",,,"vivianalftinjn59,60,61,62,63,64",fiddlers084.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers084.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers084_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers084_th.jpg
fiddlers085,Vivian Williams winner Ladies Division,National Oldtime Fiddle Contest and Festival Organization,1965-1967,June 1965; June 1966; June 1967,"Winner of the Oldtime Fiddler Contest, Ladies Division in 1965, 1966, and 1967",Vivian Williams,1965-06; 1966-06; 1967-06,champion; winner; contest; music,"Weiser, Idaho",,,"vivianwilliamsladies65,66,67",fiddlers085.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers085.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers085_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers085_th.jpg
fiddlers087,Wes Westmorland winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,1980-06,June 1980,"Winner of the Oldtime Fiddler Contest, Junior Division in 1980",Wes Westmorland,,champion; winner; contest; music,"Weiser, Idaho",,,weswestmorlandjn80,fiddlers087.jpg,"Photo by Daniel Olortegui, June 2023",Image;StillImage,image,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers087.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers087_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers087_th.jpg
fiddlers089,"""Skeans take ladies '75 contest honors""",National Oldtime Fiddle Contest and Festival Organization,1975-06,June 1975,"Article about Vivian Skeans, winner of the Oldtime Fiddler Contest, Ladies Division in 1975.",Vivian Skeans,,champion; winner; contest; music; newspaper clippings,"Weiser, Idaho",,,75ladiesskeans,fiddlers089.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers089.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers089_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers089_th.jpg
fiddlers090,Senior Division article,National Oldtime Fiddle Contest and Festival Organization,1975-06,June 1975,Article featuring winners of the Senior Division contestants.,Benny Thomasson,,champion; winner; contest; music; newspaper clippings,"Weiser, Idaho",,,bennie75senior,fiddlers090.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers090.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers090_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers090_th.jpg
fiddlers091,Benie Thomassen article,National Oldtime Fiddle Contest and Festival Organization,1975,1970-1979,Article tribute in honor of the multi-champion Bennie Thomassen.,Benny Thomasson,,clippings; music; contest; newspaper article,"Weiser, Idaho",,,bennieart,fiddlers091.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers091.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers091_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers091_th.jpg
fiddlers092,Silver Jubilee National Oldtime Fiddlers' Contest cover,National Oldtime Fiddle Contest and Festival Organization,1975,1970-1979,Cover used for the souvenir edition of the Silver Jublilee National Oldtime Fiddlers' Contest program.,,,clippings; music; contest; newspaper article,"Weiser, Idaho",,,coversilverjubilee,fiddlers092.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers092.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers092_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers092_th.jpg
fiddlers093,"Junior-Junior Winners, Senior Division, and Fiddle contest judges",National Oldtime Fiddle Contest and Festival Organization,1981-06,June 1981,Clipping featuring the winners of the junior-junoir and senior divison as well as contest judges. It also include background information about the judges.,Coy Daily,,champion; winner; contest; music; newspaper clippings,"Weiser, Idaho",,,coydaily81senior_18,fiddlers093.jpg,"Lyle J. Reed collection, MG 573, University of Idaho Library Special Collections and Archives",Image;StillImage,Newspaper clippings,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/fiddlers/fiddlers093.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/fiddlers093_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/fiddlers093_th.jpg
