objectid,filename,title,creator,date,archival date,description,subject,location,latitude,longitude,source,type,format original,format,findingaid,digital collection,contributing institution,language,rights,rightsstatement,display_template,identifier,object_location,image_small,image_thumb,old-filename
fiddlers074,"marvinjohnsonsenior78,83.jpg",Marvin Johnson winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,1978-06; 1983-06,June 1978; June 1983,"Winner of the Oldtime Fiddler Contest, Senior  Division in 1978 and 1983",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"marvinjohnsonsenior78,83","https://www.lib.uidaho.edu/digital/objects/fiddlers/marvinjohnsonsenior78,83.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/marvinjohnsonsenior78,83_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/marvinjohnsonsenior78,83_th.jpg","MarvinJohnsonSenior78,83.jpg"
fiddlers075,"meganlynchjnjn85,86,87.jpg",Megan Lynch winner Junior Junior Division,National Oldtime Fiddle Contest and Festival Organization,1985-06; 1986-06; 1987-06,June 1985; June 1986; June 1987,"Winner of the Oldtime Fiddler Contest, Junior Junior  Division in 1985, 1986, 1987",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"meganlynchjnjn85,86,87","https://www.lib.uidaho.edu/digital/objects/fiddlers/meganlynchjnjn85,86,87.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/meganlynchjnjn85,86,87_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/meganlynchjnjn85,86,87_th.jpg","MeganLynchJnJn85,86,87.jpg"
fiddlers076,"meganlynch,youngadult2004.jpg",Megan Lynch winner Young Adult Division,National Oldtime Fiddle Contest and Festival Organization,2004-06,June 2004,"Winner of the Oldtime Fiddler Contest, Young Adult  Division in 2004",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"meganlynch,youngadult2004","https://www.lib.uidaho.edu/digital/objects/fiddlers/meganlynch,youngadult2004.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/meganlynch,youngadult2004_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/meganlynch,youngadult2004_th.jpg","MeganLynch,YoungAdult2004.jpg"
fiddlers077,"miaorosco,jn2010.jpg",Mia Orosco winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,2010-06,June 2010,"Winner of the Oldtime Fiddler Contest, Junior  Division in 2010",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"miaorosco,jn2010","https://www.lib.uidaho.edu/digital/objects/fiddlers/miaorosco,jn2010.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/miaorosco,jn2010_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/miaorosco,jn2010_th.jpg","MiaOrosco,Jn2010.jpg"
fiddlers078,"nancypadilla,senior2021.jpg",Nancy Padilla winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,2021-06,June 2021,"Winner of the Oldtime Fiddler Contest, Senior  Division in 2021",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"nancypadilla,senior2021","https://www.lib.uidaho.edu/digital/objects/fiddlers/nancypadilla,senior2021.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/nancypadilla,senior2021_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/nancypadilla,senior2021_th.jpg","Nancypadilla,Senior2021.jpg"
fiddlers079,randypollarjn1983.jpg,Randy Pollard winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,1983-06,June 1983,"Winner of the Oldtime Fiddler Contest, Junior  Division in 1983",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,randypollarjn1983,https://www.lib.uidaho.edu/digital/objects/fiddlers/randypollarjn1983.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/randypollarjn1983_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/randypollarjn1983_th.jpg,RandyPollarJn1983.jpg
fiddlers080,robertarastjn1991.jpg,Roberta Rast winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,1991-06,June 1991,"Winner of the Oldtime Fiddler Contest, Junior  Division in 1991",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,robertarastjn1991,https://www.lib.uidaho.edu/digital/objects/fiddlers/robertarastjn1991.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/robertarastjn1991_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/robertarastjn1991_th.jpg,RobertaRastJn1991.jpg
fiddlers081,"samsloan,senior,2007.jpg",Sam Sloan winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,2007-06,June 2007,"Winner of the Oldtime Fiddler Contest, Senior  Division in 2007",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"samsloan,senior,2007","https://www.lib.uidaho.edu/digital/objects/fiddlers/samsloan,senior,2007.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/samsloan,senior,2007_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/samsloan,senior,2007_th.jpg",SamSloanSenior2007.jpg
fiddlers082,terryludikermen86.jpg,Terry Ludiker winner Men Division,National Oldtime Fiddle Contest and Festival Organization,1986-06,June 1986,"Winner of the Oldtime Fiddler Contest, Men  Division in 1986",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,terryludikermen86,https://www.lib.uidaho.edu/digital/objects/fiddlers/terryludikermen86.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/terryludikermen86_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/terryludikermen86_th.jpg,TerryLudikerMen86.jpg
fiddlers083,"vannsmithjn65,66.jpg",Vann Smith winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,1965-06; 1966-06,June 1965; June 1966,"Winner of the Oldtime Fiddler Contest, Junior  Division in 1965 and 1966",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"vannsmithjn65,66","https://www.lib.uidaho.edu/digital/objects/fiddlers/vannsmithjn65,66.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/vannsmithjn65,66_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/vannsmithjn65,66_th.jpg","VannSmithJn65,66.jpg"
fiddlers084,"vivianalftinjn59,60,61,62,63,64.jpg",Vivian Alftin winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,1959-06; 1960-06; 1962-06; 1963-06; 1964-06,June 1959; June 1960; June 1962; June 1963; June 1964,"Winner of the Oldtime Fiddler Contest, Junior  Division in 1959,1960,1962,1963,1964",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"vivianalftinjn59,60,61,62,63,64","https://www.lib.uidaho.edu/digital/objects/fiddlers/vivianalftinjn59,60,61,62,63,64.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/vivianalftinjn59,60,61,62,63,64_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/vivianalftinjn59,60,61,62,63,64_th.jpg","VivianAlftinJn59,60,61,62,63,64.jpg"
fiddlers085,"vivianwilliamsladies65,66,67.jpg",Vivian Williams winner Ladies Division,National Oldtime Fiddle Contest and Festival Organization,1965-06; 1966-06; 1967-06,June 1965; June 1966; June 1967,"Winner of the Oldtime Fiddler Contest, Ladies  Division in 1965,1966,1967",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"vivianwilliamsladies65,66,67","https://www.lib.uidaho.edu/digital/objects/fiddlers/vivianwilliamsladies65,66,67.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/vivianwilliamsladies65,66,67_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/vivianwilliamsladies65,66,67_th.jpg","VivianWilliamsLadies65,66,67.jpg"
fiddlers086,"vivianwilliams,sn-sn2014.jpg",Vivian Williams winner Senior-Senior Division,National Oldtime Fiddle Contest and Festival Organization,2014-06,June 2014,"Winner of the Oldtime Fiddler Contest, Senior Senior  Division in 2014",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"vivianwilliams,sn-sn2014","https://www.lib.uidaho.edu/digital/objects/fiddlers/vivianwilliams,sn-sn2014.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/vivianwilliams,sn-sn2014_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/vivianwilliams,sn-sn2014_th.jpg","VivianWilliams,Sn-Sn2014.jpg"
fiddlers087,weswestmorlandjn80.jpg,Wes Westmorland winnerJunior Division,National Oldtime Fiddle Contest and Festival Organization,1980-06,June 1980,"Winner of the Oldtime Fiddler Contest, Junior  Division in 1980",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,weswestmorlandjn80,https://www.lib.uidaho.edu/digital/objects/fiddlers/weswestmorlandjn80.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/weswestmorlandjn80_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/weswestmorlandjn80_th.jpg,WesWestmorlandJn80.jpg
fiddlers088,75juniormark.jpg,Mark O'Connor winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,1975-06,June 1975,"Winner of the Oldtime Fiddler Contest, Junior  Division in 1975",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,75juniormark,https://www.lib.uidaho.edu/digital/objects/fiddlers/75juniormark.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/75juniormark_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/75juniormark_th.jpg,75juniorMark.jpg
fiddlers089,75ladiesskeans.jpg,Vvian Skeans winner Ladies Division,National Oldtime Fiddle Contest and Festival Organization,1975-06,June 1975,"Winner of the Oldtime Fiddler Contest, Ladies  Division in 1975",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,75ladiesskeans,https://www.lib.uidaho.edu/digital/objects/fiddlers/75ladiesskeans.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/75ladiesskeans_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/75ladiesskeans_th.jpg,75ladiesSkeans.jpg
fiddlers090,bennie75senior.jpg,Bennie Thomassen winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,1975-06,June 1975,"Winner of the Oldtime Fiddler Contest, Senior  Division in 1975",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,bennie75senior,https://www.lib.uidaho.edu/digital/objects/fiddlers/bennie75senior.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/bennie75senior_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/bennie75senior_th.jpg,Bennie75Senior.jpg
fiddlers091,bennieart.jpg,Article cover about Benie Thomassen,National Oldtime Fiddle Contest and Festival Organization,1975,1970s,Article tribute in honor of the multi-champion Bennie Thomassen,National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,bennieart,https://www.lib.uidaho.edu/digital/objects/fiddlers/bennieart.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/bennieart_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/bennieart_th.jpg,BennieArt.jpg
fiddlers092,cover.jpg,National Oldtime Fiddlers' Contest Cover,National Oldtime Fiddle Contest and Festival Organization,1975,1970s,Cover used for the National Oldtime Fiddlers' Contest in the 70s,National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,cover,https://www.lib.uidaho.edu/digital/objects/fiddlers/cover.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/cover_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/cover_th.jpg,Cover.jpg
fiddlers093,coydaily81senior_18.jpg,Coy Daily winner Senior Division [1],National Oldtime Fiddle Contest and Festival Organization,1981-06,June 1981,"Winner of the Oldtime Fiddler Contest, Senior  Division in 1981",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,coydaily81senior_18,https://www.lib.uidaho.edu/digital/objects/fiddlers/coydaily81senior_18.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/coydaily81senior_18_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/coydaily81senior_18_th.jpg,CoyDaily81Senior_18.jpg
fiddlers094,"coydaily81,senior_22.jpg",Coy Daily winner Senior Division [12],National Oldtime Fiddle Contest and Festival Organization,1981-06,June 1981,"Winner of the Oldtime Fiddler Contest, Senior  Division in 1981",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"coydaily81,senior_22","https://www.lib.uidaho.edu/digital/objects/fiddlers/coydaily81,senior_22.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/coydaily81,senior_22_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/coydaily81,senior_22_th.jpg","CoyDaily81,Senior_22.jpg"
fiddlers095,"dougthomas82,men_29.jpg",DoughThomas winner Men Division,National Oldtime Fiddle Contest and Festival Organization,1982-06,June 1982,"Winner of the Oldtime Fiddler Contest, Men Division in 1982",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",TIF File,Newspaper clippings,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"dougthomas82,men_29","https://www.lib.uidaho.edu/digital/objects/fiddlers/dougthomas82,men_29.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/dougthomas82,men_29_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/dougthomas82,men_29_th.jpg","DougThomas82,men_29.jpg"
