objectid,filename,title,creator,description,date,date_is_approximate,subject,location,digital_collection,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,sensitive,display_template,object_location,image_small,image_thumb
hiroshima065,ug12_box43_folder1344_12.pdf,Letter from President Dale to Asher B. Wilson,"Dale, Harrison C.",President Dale responds to Asher B. Wilson detailing the events that led to six Japanese students coming to Moscow.,1942-04-21,,correspondence; japanese students; relocation; Wartime Civil Control Administration; military; moscow,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_12,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_12.pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_12_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_12_th.jpg
hiroshima066,ug12_box43_folder1344_13.jpg,Letter from Robert W. O'Brien to Professor Paul K. Hatt,"O'Brien, Robert W.",Robert W. O'Brien from University of Washington discusses moving the six Japanese students sent to Moscow to Pullman.,1942-04-20,,correspondence; War Civilian Control Authorities; military; japanese students; relocation; moscow,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_13,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_13.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_13_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_13_th.jpg
hiroshima067,ug12_box43_folder1344_14.jpg,Statement on the University of Idaho's Stance on Allowing Out-of-State Japanese American Students,,States that the University of Idaho had not changed it's policy regarding out-of-state Japanese American students. It addresses the six former University of Washington students that had been sent to Moscow and the plans for removing them to another state.,,,university; relocation; japanese students; moscow,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_14,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_14.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_14_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_14_th.jpg
hiroshima068,ug12_box43_folder1344_15.jpg,Nisei Sent Here to be Taken Out,Idahonian,Article on R.W. O'Brien's trip to Moscow to discuss with President Dale the removal of six Japanese American students who had been sent to Moscow.,1942-04-23,,newspaper clippings; japanese students; relocation; university; moscow,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_15,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_15.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_15_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_15_th.jpg
hiroshima069,ug12_box43_folder1344_16.jpg,Six Nisei Students Come Here to Continue Studies,Idahonian,Article details the arrival of six Japanese American students from the University of Washington in Moscow.,1942-04-15,,newspaper clippings; japanese students; relocation; university; moscow,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_16,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_16.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_16_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_16_th.jpg
hiroshima070,ug12_box43_folder1344_21.pdf,Letter from President Dale to Governor Clark,"Dale, Harrison C.",Letter to Governor Clark addressing mis-represented facts in a Spokesman-Review article where the governor was interviewed.,1942-04-23,,correspondence; japanese students; moscow; university,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_17,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_21.pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_21_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_21_th.jpg
hiroshima071,ug12_box43_folder1344_17.pdf,Letter from Governor Clark to President Dale,"Clark, Chase A.","Letter to President Dale detailing the Governor's desire that those with Japanese ancestry should not be allowed to relocate and settle in the State of Idaho, but be ""brought here under proper guard."" He also states that Japanese Americans should put aside their education for the duration of the war and put themselves to work on something that would help win the war.",1942-04-24,,correspondence; racism; relocation; japanese americans; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_18,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_17.pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_17_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_17_th.jpg
hiroshima072,ug12_box43_folder1344_19.pdf,Public Proclamation No. 3,"DeWitt, John L.","Proclamation by General J.L. DeWitt establishing regulations over all with Japanese ancestry within the Military Areas established by Public Proclamations Nos. 1 and 2. This proclamation established curfews and limited their movements. It also probihibited the possession of firearms, bombs, radio transmitting sets, cameras, and other items. This proclamation did not solely apply to those of Japanese ancestry, but also alien Germans and Italians.",1942-03-24,,military; proclamations,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_19,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_19.pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_19_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_19_th.jpg
hiroshima073,ug12_box43_folder1344_18.jpg,Six American Citizens,University Argonaut,Article written by K.C. on the removal of six Japanese students from Moscow.,1942-04-24,,newspaper clippings; university; japanese students; relocation; anti-racism,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_20,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_18.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_18_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_18_th.jpg
hiroshima074,ug12_box43_folder1344_22.pdf,An Open Letter to Governor Clark,,"Open letter to Governor Clark printed in Washington State Evergreen. The letter criticizes Governor Clark's attitude and actions towards those of Japanese ancestry being relocated to Idaho, particularly the treatment of those who had been relocated to Moscow.",1942-05-06,,correspondence; university; moscow; racism; anti-racism; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_22,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_22.pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_22_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_22_th.jpg
hiroshima075,ug12_box43_folder1344_23.jpg,Letter from Representative Don C.D. Moore to President Dale,"Moore, Don C.D.",Letter questioning the decision to not allow non-resident Japanese American students to enroll in the University of Idaho.,1942-05-09,,correspondence; anti-racism,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_23,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_23.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_23_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_23_th.jpg
hiroshima076,ug12_box43_folder1344_24.pdf,Letter from Representative Don C.D. Moore to President Dale,"Moore, Don C.D.","Letter addressing the university's policy to not allow ""out-of-state"" Japanese American students to the University of Idaho. He states that the university of Idaho may have the authority to ban all ""out-of-state"" students from attending the university, to limit it to just Japanese ""out-of-state"" students is discriminatory and against not only the state constitution, but the 14th Amendment of the US Consititution.",1942-05-17,,correspondence; anti-racism; discrimination,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_24,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_24.pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_24_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_24_th.jpg
hiroshima077,ug12_box48_folder1468_01.jpg,Letter from Japanese American Citizens League to the University of Idaho,Japanese American Citizens League,The Japanese American Citizens League requests a message from the University of Idaho President to include in an upcoming publication of The Pacific Citizen.,1941-10-21,,correspondence; national organizations; university,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_01,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box48_folder1468_01.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box48_folder1468_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box48_folder1468_01_th.jpg
hiroshima078,ug12_box48_folder1468_02.jpg,Letter from President Dale to E.J. Baldwin,"Dale, Harrison C.",Letter regarding the possible acceptance of a Japanese American student to the University of Idaho-Southern branch.,1943-07-13,,correspondence; university; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_02,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box48_folder1468_02.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box48_folder1468_02_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box48_folder1468_02_th.jpg
hiroshima079,ug12_box48_folder1468_03.jpg,Letter from Allan C. Lemon to Student Relocation Counsellor Haru Tanabe,"Lemon, Allan C.",Letter informing Haru Tanabe that President Dale and the Board of Regents were receiving further consideration.,1943-08-24,,correspondence; japanese students; university; relocation,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_03,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box48_folder1468_03.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box48_folder1468_03_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box48_folder1468_03_th.jpg
hiroshima080,ug12_box48_folder1468_04.jpg,Letter from Student Relocation Counsellor Haru Tanabe to Allan C. Lemon,"Tanabe, Haru",Letter from Haru Tanabe inquiring whether the University of Idaho would accept a Japanese American student who was interested in taking forestry classes.,1943-08-24,,correspondence; university; relocation; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_04,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box48_folder1468_04.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box48_folder1468_04_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box48_folder1468_04_th.jpg
hiroshima081,ug12_box48_folder1468_05.jpg,Letter from Frank N. Freeman to J.F. Messenger,"Freeman, Frank N.","Letter from the University of California, Berkeley Dean of the School of Educating informing the J.F. Messenger at the University of Idaho that they have a plan to allow Japanese students to work in education and practice teaching at the Relocation Centers.",1943-02-16,,correspondence; japanese students; university,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_05,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box48_folder1468_05.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box48_folder1468_05_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box48_folder1468_05_th.jpg
hiroshima082,ug12_box48_folder1468_06.jpg,Letter from President Dale to Student Relocation Counsellor Haru Tanabe,"Dale, Harrison C.",Response to letter Haru Tanabe regarding the admittance of relocated Japanese American students.,1943-08-24,,correspondence; university; relocation; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_06,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box48_folder1468_06.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box48_folder1468_06_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box48_folder1468_06_th.jpg
hiroshima083,ug12_box48_folder1468_07.jpg,Letter from State Superintendent of Public Instruction C.E. Roberts to President Dale,"Roberts, C.E.",Letter stating that the Board of Regents of the University of Idaho has voted to not allow non-resident Japanese Americans to enroll in on-campus or correspondence courses.,1943-08-21,,correspondence; discrimination; university; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_07,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box48_folder1468_07.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box48_folder1468_07_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box48_folder1468_07_th.jpg
hiroshima084,ug12_box48_folder1468_08.jpg,Letter from President Dale to Commander Rex Gross,"Dale, Harrison C.","Response to letter from Commander Gross of the American Legion in Potlatch, Idaho about the treatment of Japanese American students at the University of Idaho.",1944-01-19,,correspondence; moscow; racism; discrimination; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_08,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box48_folder1468_08.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box48_folder1468_08_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box48_folder1468_08_th.jpg
hiroshima085,ug12_box48_folder1468_09.pdf,Letter from Commander Rex Gross to President Dale,"Gross, Rex","Letter from Commander Gross of the American Legion in Potlatch , Idaho expressing concern over the attitudes expressed by some people in Moscow towards Japanese students at the University of Idaho.",1944-01-17,,correspondence; moscow; racism; discrimination; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_09,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box48_folder1468_09.pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box48_folder1468_09_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box48_folder1468_09_th.jpg
hiroshima086,ug12_box48_folder1468_10.pdf,Letter from Acting Dean Baldwin to the Edward V. Berman at the War Relocation Authority,"Baldwin, Ernest J.",Letter to the War Relocation Authority informing them that the University of Idaho-Southern Branch was unable to accept Japanese-American students at the time. Baldwin also notes that with the addition of the Navy's V-12 officer training school at the branch there has been some prejudice against enrolled Japanese American students.,1943-08-25,,correspondence; war relocation authority; discrimination; military; japanese americans; japanese students; university,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_10,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box48_folder1468_10.pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box48_folder1468_10_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box48_folder1468_10_th.jpg
hiroshima087,argonaut_1942-04-24_pg1.jpg,University Makes No Change in Jap Policy,University Argonaut,Article on the how six Japanese-American students were brought to Moscow and the University's stance.,1942-04-24,,newspaper clippings;  students; university; relocation,,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/argonaut_1942-04-24_pg1.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/argonaut_1942-04-24_pg1_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/argonaut_1942-04-24_pg1_th.jpg
hiroshima088,argonaut_1942-11-05-pg1.jpg,Group Hears Martin Tell Slap-A-Jap Club's Idea,University Argonaut,"Article on the formation and plans of the ""Slap-a-Jap"" Club as a war fundraiser for students.",1942-11-05,,newspaper clippings; racism; racist language; university; clubs (associations); students,,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/argonaut_1942-11-05-pg1.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/argonaut_1942-11-05-pg1_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/argonaut_1942-11-05-pg1_th.jpg
hiroshima089,argonaut_1942-11-19-pg2_01.jpg,Letter To The Editor,University Argonaut,"Letter to the Editor by Mrs. M.H.G. criticizing the name of the ""Slap-a-Jap"" Club.",1942-11-19,,newspaper clippings; racist language; clubs (associations),,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/argonaut_1942-11-19-pg2_01.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/argonaut_1942-11-19-pg2_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/argonaut_1942-11-19-pg2_01_th.jpg
